##TITLE=No Description
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=Abs
399.264912  	0.611887 
401.193728  	0.591634 
403.122544  	0.607200 
405.051360  	0.607763 
406.980176  	0.602457 
408.908992  	0.597121 
410.837808  	0.595280 
412.766624  	0.588953 
414.695440  	0.598872 
416.624256  	0.603930 
418.553072  	0.602229 
420.481888  	0.585425 
422.410704  	0.588600 
424.339520  	0.576837 
426.268336  	0.571609 
428.197152  	0.572011 
430.125968  	0.577006 
432.054784  	0.568047 
433.983600  	0.565471 
435.912416  	0.556047 
437.841232  	0.548974 
439.770048  	0.549953 
441.698864  	0.553613 
443.627680  	0.548027 
445.556496  	0.545359 
447.485312  	0.545754 
449.414128  	0.544460 
451.342944  	0.544173 
453.271760  	0.549241 
455.200576  	0.539526 
457.129392  	0.539388 
459.058208  	0.540512 
460.987024  	0.542587 
462.915840  	0.541701 
464.844656  	0.544408 
466.773472  	0.544751 
468.702288  	0.545053 
470.631104  	0.542824 
472.559920  	0.541502 
474.488736  	0.537032 
476.417552  	0.541760 
478.346368  	0.542901 
480.275184  	0.543452 
482.204000  	0.541203 
484.132816  	0.541430 
486.061632  	0.536429 
487.990448  	0.537662 
489.919264  	0.539781 
491.848080  	0.540407 
493.776896  	0.532462 
495.705712  	0.529278 
497.634528  	0.528681 
499.563344  	0.532814 
501.492160  	0.530887 
503.420976  	0.528262 
505.349792  	0.526972 
507.278608  	0.529187 
509.207424  	0.528556 
511.136240  	0.529062 
513.065056  	0.526888 
514.993872  	0.529554 
516.922688  	0.532413 
518.851504  	0.534916 
520.780320  	0.531057 
522.709136  	0.532168 
524.637952  	0.531053 
526.566768  	0.527922 
528.495584  	0.524915 
530.424400  	0.523517 
532.353216  	0.519465 
534.282032  	0.515345 
536.210848  	0.508792 
538.139664  	0.503654 
540.068480  	0.499705 
541.997296  	0.497361 
543.926112  	0.491019 
545.854928  	0.487858 
547.783744  	0.485692 
549.712560  	0.481335 
551.641376  	0.475426 
553.570192  	0.471880 
555.499008  	0.469272 
557.427824  	0.465945 
559.356640  	0.461338 
561.285456  	0.458718 
563.214272  	0.455290 
565.143088  	0.452569 
567.071904  	0.446509 
569.000720  	0.442062 
570.929536  	0.438970 
572.858352  	0.436069 
574.787168  	0.432885 
576.715984  	0.430067 
578.644800  	0.425550 
580.573616  	0.422400 
582.502432  	0.418187 
584.431248  	0.414881 
586.360064  	0.411632 
588.288880  	0.409415 
590.217696  	0.407332 
592.146512  	0.405366 
594.075328  	0.401762 
596.004144  	0.399480 
597.932960  	0.398006 
599.861776  	0.397333 
601.790592  	0.395295 
603.719408  	0.393748 
605.648224  	0.392145 
607.577040  	0.391529 
609.505856  	0.390795 
611.434672  	0.389753 
613.363488  	0.387486 
615.292304  	0.385632 
617.221120  	0.382894 
619.149936  	0.381578 
621.078752  	0.379767 
623.007568  	0.377611 
624.936384  	0.375887 
626.865200  	0.374497 
628.794016  	0.373635 
630.722832  	0.373119 
632.651648  	0.371671 
634.580464  	0.370721 
636.509280  	0.371030 
638.438096  	0.371678 
640.366912  	0.370913 
642.295728  	0.368982 
644.224544  	0.365927 
646.153360  	0.362928 
648.082176  	0.359596 
650.010992  	0.356435 
651.939808  	0.352775 
653.868624  	0.348269 
655.797440  	0.343502 
657.726256  	0.340317 
659.655072  	0.336584 
661.583888  	0.332731 
663.512704  	0.329406 
665.441520  	0.326011 
667.370336  	0.319527 
669.299152  	0.314892 
671.227968  	0.313846 
673.156784  	0.310789 
675.085600  	0.307872 
677.014416  	0.306150 
678.943232  	0.304666 
680.872048  	0.303306 
682.800864  	0.302005 
684.729680  	0.300653 
686.658496  	0.298434 
688.587312  	0.296584 
690.516128  	0.294467 
692.444944  	0.293065 
694.373760  	0.291920 
696.302576  	0.290573 
698.231392  	0.288106 
700.160208  	0.285629 
702.089024  	0.283219 
